"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"18","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","17","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"19","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","17","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"20","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","17","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"21","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","18","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"22","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","18","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"23","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","18","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"24","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","18","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"25","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","19","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"26","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","19","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"27","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","19","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"28","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","19","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"29","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","20","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"30","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","20","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"31","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","20","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"32","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","20","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"33","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","21","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"34","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","21","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"35","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","21","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"36","com.partner.integration.botonpago.constants","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/constants/ControllerConstants.java","3","21","Avoid constants in interfaces. Interfaces define types, constants are implementation details better placed in classes or enums. See Effective Java, item 19.","Best Practices","ConstantsInInterface"
"1","com.partner.integration.botonpago.exceptions","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/exceptions/PaymentException.java","3","17","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"1","com.partner.integration.botonpago.model.process","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/model/process/ResponsePaymentTransaction.java","3","22","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"1","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/IServBotonPago.java","3","36","Unnecessary modifier 'public' on method 'autorizacion': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"2","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/IServBotonPago.java","3","50","Unnecessary modifier 'public' on method 'setTransaccionBotonPago': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"3","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/IServBotonPago.java","3","64","Unnecessary modifier 'public' on method 'getTransaccionBotonPago': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"4","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/IServBotonPago.java","3","78","Unnecessary modifier 'public' on method 'setTransactionInfo': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"5","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/IServBotonPago.java","3","92","Unnecessary modifier 'public' on method 'getTransactionInfo': the method is declared in an interface type","Code Style","UnnecessaryModifier"
"1","com.partner.integration.botonpago.json","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/json/JsonFactory.java","2","49","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.botonpago.wsclient","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/wsclient/ServBotonPago.java","1","89","The static method name '__getWsdlLocation' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.partner.integration.clearsale.constants","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/constants/ClearsaleintegrationConstants.java","4","16","Unused import 'de.hybris.platform.util.Config'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.constants","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/constants/ClearSaleV2Constants.java","3","5","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"1","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","4","5","Unused import 'javax.xml.bind.*'","Code Style","UnnecessaryImport"
"2","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","3","18","All methods are static.  Consider using a utility class instead. Alternatively, you could add a private constructor or make the class abstract to silence this warning.","Design","UseUtilityClass"
"3","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","2","56","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","2","73","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"5","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","2","109","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"6","com.partner.integration.botonpago.util","/b2cretailstore/bin/custom/botonpagointegration/src/com/partner/integration/botonpago/util/JaxbWrapper.java","2","132","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.clearsale.impl","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/impl/ClearSaleFraudService.java","4","71","Useless parentheses.","Code Style","UselessParentheses"
"2","com.partner.integration.clearsale.impl","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/impl/ClearSaleFraudService.java","4","71","Useless parentheses.","Code Style","UselessParentheses"
"3","com.partner.integration.clearsale.impl","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/impl/ClearSaleFraudService.java","2","73","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"4","com.partner.integration.clearsale.impl","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/impl/ClearSaleFraudService.java","2","85","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.clearsale.model","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/model/FingerPrint.java","1","17","The final method parameter name 'SessionID' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"1","com.partner.integration.clearsale","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/ClearSaleService.java","2","48","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","4","6","Unused import 'de.hybris.platform.core.model.order.*'","Code Style","UnnecessaryImport"
"2","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","4","33","Unused import 'org.junit.Assert.*'","Code Style","UnnecessaryImport"
"3","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","56","Perhaps 'testOrder' could be replaced by a local variable.","Design","SingularField"
"4","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","57","Perhaps 'user' could be replaced by a local variable.","Design","SingularField"
"5","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","58","Perhaps 'curr' could be replaced by a local variable.","Design","SingularField"
"6","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","62","Perhaps 'deliveryAddress' could be replaced by a local variable.","Design","SingularField"
"7","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","63","Perhaps 'paymentInfo' could be replaced by a local variable.","Design","SingularField"
"8","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","64","Perhaps 'product0' could be replaced by a local variable.","Design","SingularField"
"9","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","64","Perhaps 'product1' could be replaced by a local variable.","Design","SingularField"
"10","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","4","64","Use one line for each declaration, it enhances code readability.","Best Practices","OneDeclarationPerLine"
"11","com.partner.integration.botonpago.services.impl","/b2cretailstore/bin/custom/botonpagointegration/testsrc/com/partner/integration/botonpago/services/impl/DefaultBotonPagoServiceTest.java","3","66","Perhaps 'transaction' could be replaced by a local variable.","Design","SingularField"
"1","com.partner.integration.clearsale.util","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/util/ClearsalePropertyUtil.java","1","12","A class which only has private constructors should be final","Design","ClassWithOnlyPrivateConstructorsShouldBeFinal"
"1","com.partner.integration.clearsale.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/jobs/ClearSaleFraudStatusCheckJob.java","2","84","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.partner.integration.clearsale.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/jobs/ClearSaleFraudStatusCheckJob.java","4","126","Useless parentheses.","Code Style","UselessParentheses"
"3","com.partner.integration.clearsale.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/jobs/ClearSaleFraudStatusCheckJob.java","4","126","Useless parentheses.","Code Style","UselessParentheses"
"4","com.partner.integration.clearsale.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/jobs/ClearSaleFraudStatusCheckJob.java","3","145","Switch statements should be exhaustive, add a default case (or missing enum branches)","Best Practices","SwitchStmtsShouldHaveDefault"
"5","com.partner.integration.clearsale.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/jobs/ClearSaleFraudStatusCheckJob.java","3","169","Consider simply returning the value vs storing it in local variable 'orders'","Code Style","UnnecessaryLocalBeforeReturn"
"1","com.partner.integration.clearsale.util","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/util/XmlPrintHandler.java","3","42","'catch' branch identical to 'SOAPException' branch","Code Style","IdenticalCatchBranches"
"2","com.partner.integration.clearsale.util","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/util/XmlPrintHandler.java","1","66","Return an empty collection rather than null.","Error Prone","ReturnEmptyCollectionRatherThanNull"
"1","com.partner.integration.clearsale.v2.data","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/data/ItemOrder.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","61","Avoid unused private fields such as 'sessionService'.","Best Practices","UnusedPrivateField"
"2","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","61","Perhaps 'sessionService' could be replaced by a local variable.","Design","SingularField"
"3","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","82","Avoid unused local variables such as 'discounts'.","Best Practices","UnusedLocalVariable"
"4","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","125","Avoid creating BigDecimal with a decimal (float/double) literal. Use a String literal","Error Prone","AvoidDecimalLiteralsInBigDecimalConstructor"
"5","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","126","Avoid creating BigDecimal with a decimal (float/double) literal. Use a String literal","Error Prone","AvoidDecimalLiteralsInBigDecimalConstructor"
"6","com.partner.integration.clearsale.converter","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/converter/ClearSaleOrderConverter.java","3","196","Avoid unused private methods such as 'sanitizeCpf(String)'.","Best Practices","UnusedPrivateMethod"
"1","com.partner.integration.clearsale.v2.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/jobs/ClearSaleCheckOrdersV2Job.java","2","33","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.clearsale.model","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/model/Order.java","1","106","The instance method name 'getB2B_B2C' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"2","com.partner.integration.clearsale.model","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/model/Order.java","1","114","The final method parameter name 'b2b_B2C' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","FormalParameterNamingConventions"
"3","com.partner.integration.clearsale.model","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/model/Order.java","1","114","The instance method name 'setB2B_B2C' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.partner.integration.clearsale.v2.data","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/data/Person.java","4","8","Unused import 'org.joda.time.DateTime'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.v2.util","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/util/ClearsaleV2OrderStatusEnum.java","3","20","Unnecessary modifier 'private' on constructor 'ClearsaleV2OrderStatusEnum(String)': enum constructors are implicitly private","Code Style","UnnecessaryModifier"
"1","com.partner.integration.clearsale.v2.jobs","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/jobs/ClearSaleReintegrateOrdersV2Job.java","2","35","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"1","com.partner.integration.clearsale.v2.data","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/data/Payment.java","4","7","Unused import 'org.joda.time.DateTime'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.v2.data","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/v2/data/Order.java","4","8","Unused import 'org.joda.time.DateTime'","Code Style","UnnecessaryImport"
"1","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ObjectFactory.java","3","34","Avoid unnecessary constructors - the compiler will generate these for you","Code Style","UnnecessaryConstructor"
"2","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/ObjectFactory.java","3","34","Document empty constructor","Documentation","UncommentedEmptyConstructor"
"1","com.partner.integration.clearsale.wsclient","/b2cretailstore/bin/custom/clearsaleintegration/src/com/partner/integration/clearsale/wsclient/Service.java","1","100","The static method name '__getWsdlLocation' doesn't match '[a-z][a-zA-Z0-9]*'","Code Style","MethodNamingConventions"
"1","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/DopplerItem.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"1","com.partner.integration.doppler.data","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/data/DopplerSubscribeResponse.java","4","3","Unused import 'com.fasterxml.jackson.annotation.*'","Code Style","UnnecessaryImport"
"1","com.partner.integration.doppler.jobs","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/jobs/NewsletterExportCronJobWS.java","2","31","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"2","com.partner.integration.doppler.jobs","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/jobs/NewsletterExportCronJobWS.java","2","32","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
"3","com.partner.integration.doppler.jobs","/b2cretailstore/bin/custom/dopplerintegration/src/com/partner/integration/doppler/jobs/NewsletterExportCronJobWS.java","2","33","Logger calls should be surrounded by log level guards.","Best Practices","GuardLogStatement"
