"Problem","Package","File","Priority","Line","Description","Rule set","Rule"
"5","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/DefaultVendorDAO.java","1","232","String literal ''}) = UPPER(?name) '' contains the 'STRING' function 'UPPER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.datafeed.services.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/datafeed/services/impl/DefaultDataFeedProcessService.java","1","100","String literal ''OS user to hybris user mapping not found. OS user with id '' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.core.datafeed.services.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/datafeed/services/impl/DefaultDataFeedProcessService.java","1","100","String literal ''OS user to hybris user mapping not found. OS user with id '' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"3","com.b2btechretailstore.hybris.core.datafeed.services.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/datafeed/services/impl/DefaultDataFeedProcessService.java","1","100","String literal ''OS user to hybris user mapping not found. OS user with id '' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","117","String literal ''AND TO_DATE({%s}, '%s') <= ?currentDate '' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","118","String literal ''AND TO_DATE({%s}, '%s') >= ?currentDate'' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"3","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","149","String literal ''	          WHEN vp.p_manufacturerinstantrebateamo > 0 AND vp.p_manufacturerinstantrebateend > CURRENT_DATE THEN 1\n'' contains the 'DATETIME' function 'CURRENT_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"4","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","189","String literal ''	          WHEN vp.p_manufacturerinstantrebateamo > 0 AND vp.p_manufacturerinstantrebateend > CURRENT_DATE THEN 1\n'' contains the 'DATETIME' function 'CURRENT_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"5","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","193","String literal ''	       TO_DATE(pr.p_enddate, ''' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"6","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","209","String literal ''      AND TO_DATE(pr.p_enddate, ''' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"7","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","278","String literal ''WHERE TO_DATE(?today, '%s') - TO_DATE({%s}, '%s') >= ?daysOld '' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"8","com.b2btechretailstore.hybris.core.daos.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/daos/impl/Defaultb2btechretailstorePriceRowDao.java","1","278","String literal ''WHERE TO_DATE(?today, '%s') - TO_DATE({%s}, '%s') >= ?daysOld '' contains the 'CONVERSION' function 'TO_DATE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.interceptors","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/interceptors/b2btechretailstoreUniqueAttributesValidator.java","1","44","String literal ''Ambiguous unique keys {0} for model {1} - found at least one ctx model using the same keys - [[{0};at least one;{2}]]'' contains the 'NUMERICS' function 'LEAST' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.core.interceptors","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/interceptors/b2btechretailstoreUniqueAttributesValidator.java","1","44","String literal ''Ambiguous unique keys {0} for model {1} - found at least one ctx model using the same keys - [[{0};at least one;{2}]]'' contains the 'NUMERICS' function 'LEAST' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.jobs.maintenance.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/jobs/maintenance/impl/b2btechretailstoreDefaultCleanupSavedValuesStrategy.java","1","52","String literal ''} having count(*) > ?threshold'' contains the 'NUMERICS' function 'COUNT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.suggestion.dao.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/suggestion/dao/impl/DefaultSimpleSuggestionDao.java","1","53","String literal ''SELECT DISTINCT {p.PK}, COUNT({p.PK}) AS NUM'' contains the 'NUMERICS' function 'COUNT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.core.vendorproductmerge.services.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstore/b2btechretailstorecore/src/com/b2btechretailstore/hybris/core/vendorproductmerge/services/impl/DefaultStagedProductGenerationService.java","1","91","String literal ''Material ID {} is locked for Locker {}, Retry count {}.'' contains the 'NUMERICS' function 'COUNT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","org.b2btechretailstore.backoffice.b2btechretailstoreproduct.handler","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/backoffice/src/org/b2btechretailstore/backoffice/b2btechretailstoreproduct/handler/ProductMasterWizardHandler.java","1","53","String literal ''Exception while validating if product exists already. User can continue creating product manufactureraid: {} and b2btechretailstoreProduct: {}'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","org.b2btechretailstore.backoffice.widgets.actions.price","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/backoffice/src/org/b2btechretailstore/backoffice/widgets/actions/price/VarianceErrorReject.java","1","32","String literal ''Rejection submitted successfully. Selected Price Variance Errors will now be removed.'' contains the 'ANALYTICS' function 'VARIANCE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","org.b2btechretailstore.backoffice.widgets.actions.price","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/backoffice/src/org/b2btechretailstore/backoffice/widgets/actions/price/VarianceErrorReject.java","1","35","String literal ''Please select Price Variance Errors to Reject.'' contains the 'ANALYTICS' function 'VARIANCE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","org.b2btechretailstore.backoffice.widgets.actions.price","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/backoffice/src/org/b2btechretailstore/backoffice/widgets/actions/price/VarianceErrorApprove.java","1","45","String literal ''Approval submitted successfully. Selected Price Variance Errors will now be approved.'' contains the 'ANALYTICS' function 'VARIANCE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","org.b2btechretailstore.backoffice.widgets.actions.price","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorebackoffice/backoffice/src/org/b2btechretailstore/backoffice/widgets/actions/price/VarianceErrorApprove.java","1","48","String literal ''Please select Price Variance Errors to Approve.'' contains the 'ANALYTICS' function 'VARIANCE' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.backoffice.widgets.updateprofile","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorevendorbackoffice/backoffice/src/com/b2btechretailstore/hybris/backoffice/widgets/updateprofile/UpdateProfileController.java","1","80","String literal ''A user already exists with that email address'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.backoffice.widgets.updateprofile","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorevendorbackoffice/backoffice/src/com/b2btechretailstore/hybris/backoffice/widgets/updateprofile/UpdateProfileController.java","1","84","String literal ''Invalid user name choice'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.stock.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/src/com/b2btechretailstore/hybris/stock/impl/DefaultCommerceStockFacade.java","1","54","String literal ''Base site with uid ''' contains the 'ADVANCED' function 'UID' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.stock.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/src/com/b2btechretailstore/hybris/stock/impl/DefaultCommerceStockFacade.java","1","69","String literal ''Base site with uid ''' contains the 'ADVANCED' function 'UID' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","org.b2btechretailstore.b2btechretailstoresapsyncdata.service.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstoresapsyncdata/src/org/b2btechretailstore/b2btechretailstoresapsyncdata/service/impl/DefaultSapMaterialUpdateService.java","1","64","String literal ''Date value is not selected by user so sending todays date to SAP for {}'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","org.b2btechretailstore.b2btechretailstoresapsyncdata.service.impl","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstoresapsyncdata/src/org/b2btechretailstore/b2btechretailstoresapsyncdata/service/impl/DefaultSapMaterialUpdateService.java","1","230","String literal ''\n++++ table dump for '' contains the 'STRING' function 'DUMP' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CustomerGroupsController.java","1","139","String literal ''You cannot add user to group :'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CustomerGroupsController.java","1","204","String literal ''You cannot remove user from group :'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"3","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CustomerGroupsController.java","1","206","String literal ''You cannot add user to group :'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"4","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CustomerGroupsController.java","1","226","String literal '' User ''' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"5","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CustomerGroupsController.java","1","274","String literal ''You cannot remove user from group :'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.ruleengine.commons.definitions.conditions","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/definitions/conditions/ProductRelationConditionTranslator.java","1","66","String literal ''Cannot convert condition '' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.ruleengine.commons.definitions.conditions","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/definitions/conditions/ProductRelationAttributesConditionTranslator.java","1","73","String literal ''Cannot convert condition '' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.ruleengine.commons.utils","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/utils/AtomicAttributeValueUtils.java","1","67","String literal ''Cannot convert {} to class {}'' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.ruleengine.commons.services.impl","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/services/impl/DefaultAttributeValueRuleParameterService.java","1","65","String literal ''Cannot convert attribute value to DRL value'' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.ruleengine.commons.services.impl","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/services/impl/DefaultAttributeValueRuleParameterService.java","1","81","String literal ''Cannot convert value'' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.ruleengine.commons.services.impl","/b2btechretailstore/repository/hybris/bin/custom/ruleengine/b2btechretailstoreruleenginecommons/src/com/b2btechretailstore/hybris/ruleengine/commons/services/impl/DefaultComposedTypeAttributeValueTransformationService.java","1","309","String literal ''Cannot convert value'' contains the 'STRING' function 'CONVERT' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"1","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CartsController.java","1","301","String literal ''Anonymous user is not allowed to copy cart!'' contains the 'ADVANCED' function 'USER' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
"2","com.b2btechretailstore.hybris.v2.controller","/b2btechretailstore/repository/hybris/bin/custom/b2btechretailstorewebservices/web/src/com/b2btechretailstore/hybris/v2/controller/CartsController.java","1","719","String literal ''At least one parameter (qty,pickupStore) should be set!'' contains the 'NUMERICS' function 'LEAST' which belongs to the database engine 'ORACLE'.","Database keyword java rule","DatabaseKeywordRule"
